ID,Tipo de habitación,Título,Tipología,Ciudad,Localización,Municipio,Precio por noche Agosto,Precio por noche Octubre,Precio Medio,Valoración,Numero valoraciones,Dormitorios,Baños,Camas,Viajeros máximos
00000000000031461233,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4886,-0.37339",Valncia,70,,70,4.94,67,1,1,1,
00000000000044516653,"Alojamiento entero: apto. residencial en Port Sa Platja, España",Alojamiento entero,Alojamiento,Valencia,"39.51384,-0.32062",Port Sa Platja,295,150,222,,,2,2,2,4
00000000000011258070,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.46235,-0.34566",Valencia,155,140,148,4.73,264,3,1,3,5
00839564359618114722,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.472,-0.3802",Valncia,104,91,98,,,1,1,,2
01071016238741725030,"Alojamiento entero: apartamento con servicios en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4621,-0.3727",Valncia,221,221,221,5.0,3,2,1,3,5
00000000000023648626,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4754,-0.376",Valncia,129,114,122,4.75,197,1,0,2,4
00749169860887984590,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4822,-0.3751",Valncia,157,147,152,,,2,2,2,4
01140690195413221884,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.474188,-0.386031",Valncia,180,,180,,2,1,1,,2
00694103271858687246,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46046,-0.35134",Valncia,,145,145,,,2,1,3,6
01144980547162267962,"Habitación privada en: piso en València, España",Habitación privada en,Habitación,Valencia,"39.4589,-0.3505",Valncia,178,98,138,,,1,1,,2
00000000000053698649,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47,-0.35755",Valncia,,,,5.0,8,2,1,,4
01112123922066521502,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46688,-0.334299",Valncia,149,109,129,,2,1,1,1,2
01059452582462518946,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.455597,-0.380093",Valncia,,,,4.13,15,2,2,,5
00996910554722110642,"Habitación en Valencia, España",Habitación,Habitación,Valencia,"39.445602,-0.334372",Valencia,80,80,80,4.67,6,1,1,1,
01066611766774929889,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.460702,-0.358929",Valncia,159,141,150,,,1,1,2,4
01141732293173501425,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45828,-0.36992",Valncia,,,,,,1,1,2,4
01083481163649618490,"Habitación en València, España",Habitación,Habitación,Valencia,"39.477144,-0.352637",Valncia,55,,55,5.0,3,1,1,,
01086804369252410370,"Alojamiento entero: apto. residencial en València, España",Alojamiento entero,Alojamiento,Valencia,"39.448136,-0.333226",Valncia,,,,,1,1,0,,2
00000000000049477809,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4962,-0.40419",Valncia,116,100,108,,,2,2,2,4
01014276617758638999,"Habitación en València, España",Habitación,Habitación,Valencia,"39.44155,-0.348",Valncia,,,,4.86,7,1,1,1,
00700505903009613950,"Habitación privada en: loft en València, España",Habitación privada en,Habitación,Valencia,"39.48494,-0.38716",Valncia,,,,,,1,1,1,1
01127309210257703779,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4722,-0.3959",Valncia,175,,175,,,4,2,4,8
00983362544879809504,"Habitación en València, España",Habitación,Habitación,Valencia,"39.46484,-0.34543",Valncia,,,,4.48,21,1,1,1,
00000000000038604615,"Habitación en València, España",Habitación,Habitación,Valencia,"39.46829,-0.3928",Valncia,32,,32,4.65,184,1,1,1,
01090382469929612009,"Habitación en València, España",Habitación,Habitación,Valencia,"39.46584,-0.356863",Valncia,,,,4.69,13,1,1,1,
00643509934141723282,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47129,-0.34473",Valncia,135,110,122,4.78,27,3,5,,5
01107081197390538533,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4669,-0.3785",Valncia,,97,97,,2,2,1,2,3
00000000000026682882,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46445,-0.32963",Valncia,,160,160,,,1,1,1,3
00701858584337759768,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.49122,-0.39429",Valncia,,85,85,4.63,27,3,1,3,4
01141609661664226243,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47182,-0.329285",Valncia,150,150,150,,,1,1,2,2
00795774445523678069,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.468528,-0.35599",Valncia,,,,4.79,76,1,1,3,2
00000000000029826956,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47183,-0.34075",Valncia,,,,4.71,106,3,1,4,6
00822518897122503819,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.454552,-0.365068",Valncia,,,,,,1,1,1,2
01028640050210306783,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45417,-0.37203",Valncia,151,154,152,4.83,24,1,1,2,4
01152321845547965594,"Habitación privada en: piso en València, España",Habitación privada en,Habitación,Valencia,"39.4638,-0.3425",Valncia,,,,,,1,1,1,2
00000000000025063913,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.46545,-0.32666",Valencia,,140,140,4.64,148,3,1,4,5
00000000000053021072,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47427,-0.35618",Valncia,26,,26,4.52,58,1,1,1,
00000000000050330384,"Alojamiento entero: piso en Alboraia, España",Alojamiento entero,Alojamiento,Valencia,"39.4876,-0.3255",Alboraia,266,,266,,,1,1,1,3
00000000000021558373,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4565,-0.3667",Valncia,,,,4.86,262,1,1,2,4
01110064321513169568,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4766,-0.3917",Valncia,,130,130,5.0,3,1,1,2,3
00000000000023935642,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46448,-0.32826",Valncia,,,,4.56,173,2,1,3,4
00878027898864462203,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.466973,-0.345517",Valncia,169,116,142,4.66,32,1,1,2,4
00000000000053408272,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45545,-0.37314",Valncia,105,73,89,4.53,76,1,1,2,4
00000000000008588882,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4878,-0.3783",Valncia,130,91,110,4.81,240,2,1,3,6
01147155845856813088,"Habitación en apartahotel en València, España",Habitación,Habitación,Valencia,"39.449046,-0.366104",Valncia,100,163,132,,,2,1,3,6
00000000000033314470,"Habitación en València, España",Habitación,Habitación,Valencia,"39.46361,-0.33361",Valncia,,,,4.82,11,1,1,1,
00000000000051344429,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46677,-0.33264",Valncia,,,,4.78,85,3,1,3,4
01049958874326449176,"Alojamiento entero: piso en Alboraia, España",Alojamiento entero,Alojamiento,Valencia,"39.494038,-0.328772",Alboraia,,,,,,2,1,4,6
00000000000031916082,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4821,-0.327",Valncia,45,45,45,4.82,22,1,1,1,
01131526827271619085,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4569,-0.38939",Valncia,,35,35,5.0,3,1,1,,
00000000000054241740,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47705,-0.38204",Valncia,,87,87,4.77,97,1,1,,2
00885155053416457534,"Habitación en València, España",Habitación,Habitación,Valencia,"39.472268,-0.378542",Valncia,56,,56,,,1,1,,
00000000000026329759,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46888,-0.39127",Valncia,100,80,90,4.17,6,2,1,2,4
01112930074286909037,"Habitación en Alfafar, España",Habitación,Habitación,Valencia,"39.4268,-0.3939",Alfafar,32,22,27,,,1,1,,
00893376154797272056,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.470911,-0.328191",Valncia,180,139,160,4.42,26,2,1,3,4
00699157738103332128,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47727,-0.39007",Valncia,75,,75,,,1,1,,
00000000000001147656,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.4898,-0.4044",Valencia,,130,130,,,3,2,5,6
00000000000021456636,"Alojamiento entero: piso en Sedav, España",Alojamiento entero,Alojamiento,Valencia,"39.42717,-0.38079",Sedav,,62,62,4.67,123,3,2,4,7
01134044542847585676,"Habitación en València, España",Habitación,Habitación,Valencia,"39.467823,-0.385366",Valncia,,,,,,1,1,1,
00693413082639638831,"Alojamiento entero: vivienda vacacional en Paiporta, España",Alojamiento entero,Alojamiento,Valencia,"39.43256,-0.41697",Paiporta,,63,63,,,1,1,2,4
00000000000025955799,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4663,-0.3852",Valncia,,81,81,4.64,127,1,5,1,4
01132027585438908958,"Habitación en València, España",Habitación,Habitación,Valencia,"39.463332,-0.346729",Valncia,,,,,,1,1,1,
01008744409210930958,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4443,-0.3869",Valncia,,,,,2,1,1,1,
00707830310577625843,"Habitación en València, España",Habitación,Habitación,Valencia,"39.45035,-0.33923",Valncia,80,80,80,5.0,3,1,1,,
00731797696664288843,"Habitación en València, España",Habitación,Habitación,Valencia,"39.45706,-0.36981",Valncia,,55,55,4.67,43,1,1,1,
00918148003720925846,"Habitación en Valencia, España",Habitación,Habitación,Valencia,"39.451122,-0.369543",Valencia,,,,4.6,5,1,1,,
00000000000030304047,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47059,-0.34191",Valncia,40,36,38,,,1,1,1,
00871795851654572594,"Habitación en València, España",Habitación,Habitación,Valencia,"39.471526,-0.401623",Valncia,58,58,58,,,1,1,,
01074548211558142600,"Alojamiento entero: apto. residencial en València, España",Alojamiento entero,Alojamiento,Valencia,"39.459069,-0.335713",Valncia,348,,348,,2,2,2,3,5
01150715752513261595,"Habitación privada en: piso en Catarroja, España",Habitación privada en,Habitación,Valencia,"39.4089,-0.4033",Catarroja,18,18,18,,,1,1,,1
01102969452299386550,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47107,-0.352432",Valncia,,,,4.63,8,1,1,1,
01152954663547430293,"Alojamiento entero: vivienda en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.495844,-0.424423",Valencia,,,,,,2,1,1,4
01141433804902343745,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.462,-0.39926",Valncia,95,93,94,,,2,2,2,6
00662783493122658897,"Habitación en Valencia, España",Habitación,Habitación,Valencia,"39.43815,-0.38906",Valencia,,,,4.75,28,1,1,,
00632602116619979818,"Alojamiento entero: piso en Alboraya, España",Alojamiento entero,Alojamiento,Valencia,"39.487064,-0.32867",Alboraya,143,130,136,,,1,1,2,4
00971063257986973857,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47492,-0.39259",Valncia,,,,,,1,1,,
01132429416093423585,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46042,-0.37173",Valncia,,186,186,,,2,1,3,6
00629011069471718647,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45342,-0.37282",Valncia,172,149,160,4.7,44,1,1,1,3
00999709344480897252,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.438171,-0.388339",Valncia,163,126,144,4.0,5,3,2,,6
00000000000049034332,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4488,-0.334",Valncia,220,220,220,,1,2,5,3,5
00964929753511808066,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45171,-0.3317",Valncia,175,124,150,5.0,5,1,1,2,4
00000000000029205072,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46477,-0.35523",Valncia,,,,4.7,88,3,1,4,6
00943974872217675951,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.441281,-0.36774",Valncia,322,193,258,,1,1,1,2,4
00730139927646968745,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4729,-0.3796",Valncia,120,,120,4.76,25,1,1,,2
01101271700053176889,"Alojamiento entero: piso en Manises, España",Alojamiento entero,Alojamiento,Valencia,"39.491964,-0.459813",Manises,,55,55,,,1,1,,3
01002057926816677394,"Habitación en Xirivella, España",Habitación,Habitación,Valencia,"39.4663,-0.4153",Xirivella,35,30,32,4.73,11,1,1,,
00000000000039840290,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47662,-0.38406",Valncia,124,150,137,,,1,5,4,2
01086142893862972189,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4737,-0.3996",Valncia,,,,4.33,6,4,1,2,5
00000000000034523806,"Alojamiento entero: casa de invitados en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.471436,-0.377839",Valencia,,,,,,1,1,1,2
00987733681891734459,"Habitación en València, España",Habitación,Habitación,Valencia,"39.467,-0.347824",Valncia,70,37,54,,,1,1,1,
00000000000004595165,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.4732,-0.3767",Valencia,207,300,254,,,2,5,2,4
00614962749194748084,"Habitación en València, España",Habitación,Habitación,Valencia,"39.48647,-0.38056",Valncia,,,,4.87,30,1,1,1,
00000000000050223483,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47957,-0.33165",Valncia,,,,4.44,9,4,2,4,8
01085312615936255647,"Habitación en València, España",Habitación,Habitación,Valencia,"39.486499,-0.372939",Valncia,,,,4.71,14,1,1,,
00000000000051801187,"Habitación en València, España",Habitación,Habitación,Valencia,"39.47362,-0.3794",Valncia,,,,4.29,86,1,1,3,
00965624258527427652,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46174,-0.34839",Valncia,238,141,190,,1,3,1,2,4
00896516536703674181,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4646,-0.3416",Valncia,130,,130,4.42,45,1,1,2,4
00000000000030676203,"Habitación en Mislata, Valéncia, España",Habitación,Habitación,Valencia,"39.4743,-0.4189",Valncia,,19,19,4.67,218,1,1,1,
00000000000014368666,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4732,-0.36006",Valncia,51,51,51,4.82,51,1,1,1,
00000000000040585527,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47668,-0.37964",Valncia,225,185,205,4.83,112,1,1,2,4
00000000000050996943,"Alojamiento entero: loft en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.47221,-0.37643",Valencia,95,80,88,4.46,120,1,1,2,2
00000000000033484501,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46957,-0.32933",Valncia,,,,,,2,1,3,5
00975120870440468282,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4643,-0.3542",Valncia,207,184,196,3.9,10,3,1,3,5
00852693118258634558,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4849,-0.3606",Valncia,40,40,40,4.55,31,1,1,1,
00000000000010051673,"Alojamiento entero: apartamento con servicios en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.46059,-0.35009",Valencia,172,172,172,4.64,87,2,2,3,4
00000000000046034272,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48375,-0.38679",Valncia,,,,4.83,240,1,1,1,2
00000000000010316611,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46592,-0.32999",Valncia,,,,4.8,408,1,1,2,4
00000000000005588671,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4598,-0.3776",Valncia,,119,119,,,2,1,3,4
00000000000021936011,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4591,-0.3703",Valncia,,,,4.9,62,2,5,2,4
01038561319891702886,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4743,-0.3987",Valncia,150,,150,,,2,2,2,4
00654933987889637251,"Habitación en València, España",Habitación,Habitación,Valencia,"39.46177,-0.36194",Valncia,57,45,51,4.74,183,3,1,1,
01095476658032832782,"Alojamiento entero: piso en Burjasot, España",Alojamiento entero,Alojamiento,Valencia,"39.5022,-0.4067",Burjasot,113,130,122,4.86,7,1,2,,4
01045441732698251354,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.44724,-0.33491",Valncia,,,,4.59,32,1,1,,4
00000000000044383743,"Habitación en València, España",Habitación,Habitación,Valencia,"39.465947,-0.365096",Valncia,,,,,,1,1,1,
00000000000052736389,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45106,-0.33549",Valncia,,,,,,3,5,3,7
00000000000005432823,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48017,-0.38102",Valncia,,81,81,4.59,406,1,1,4,3
00778633338606195189,"Alojamiento entero: piso en Alboraia, España",Alojamiento entero,Alojamiento,Valencia,"39.48553,-0.32614",Alboraia,259,178,218,4.79,34,1,1,2,3
01151288988345949707,"Habitación en apartahotel en València, España",Habitación,Habitación,Valencia,"39.448252,-0.367987",Valncia,132,132,132,,,1,1,2,4
00663711042714112057,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4536,-0.3749",Valncia,50,37,44,4.75,67,1,1,2,
00000000000053401974,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45508,-0.37151",Valncia,105,73,89,4.59,93,1,1,2,4
00939690255402434181,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48449,-0.376312",Valncia,165,165,165,4.67,3,1,1,1,2
00986793431598546377,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4928,-0.37438",Valncia,,,,,,1,1,1,
01085439036520196587,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.450137,-0.334354",Valncia,,90,90,4.8,5,2,1,,4
01148447597049232361,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45572,-0.36953",Valncia,,,,,,1,1,1,2
01092423183239711136,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48038,-0.37853",Valncia,102,81,92,4.67,3,1,1,,3
00842813580163223960,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4732,-0.3814",Valncia,,,,4.89,9,1,1,1,
00988976338767922882,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.458551,-0.33593",Valncia,,88,88,4.62,13,2,1,4,6
01136137876211722376,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46979,-0.39962",Valncia,149,129,139,,2,1,1,2,4
00000000000050391000,"Alojamiento entero: apartamento con servicios en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47148,-0.40608",Valncia,187,128,158,4.77,13,3,1,4,6
01124298653477537572,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.493652,-0.375451",Valncia,,,,,,1,1,,2
00000000000018390468,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.472436,-0.336478",Valncia,,,,,,1,1,2,4
01113203640101708425,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48915,-0.38168",Valncia,95,93,94,,2,1,1,1,2
00000000000048122009,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.46384,-0.34971",Valencia,,362,362,4.75,135,5,2,9,1
00000000000042381827,"Habitación en València, España",Habitación,Habitación,Valencia,"39.45982,-0.37259",Valncia,50,50,50,,,1,1,1,
00868916273399193284,"Alojamiento entero: loft en València, España",Alojamiento entero,Alojamiento,Valencia,"39.451175,-0.362861",Valncia,,,,,,2,2,,5
00000000000011201247,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.48705,-0.36799",Valncia,132,99,116,4.83,222,3,2,4,6
00000000000042800901,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4867,-0.36606",Valncia,,,,4.38,13,3,1,3,6
01135344003955933273,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.475634,-0.377721",Valncia,201,144,172,5.0,4,1,1,,2
00000000000015954037,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47579,-0.38294",Valncia,,117,117,,,1,1,1,4
01069760381687973912,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4518,-0.3332",Valncia,,88,88,,1,1,1,,4
01147785413100581747,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.46819,-0.35324",Valncia,140,130,135,,,3,2,,5
00000000000037245554,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.47173,-0.34021",Valencia,,,,4.73,88,3,1,5,6
00000000000020135707,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.45839,-0.36117",Valncia,,,,4.8,209,2,2,3,6
00558749279889936103,"Habitación en València, España",Habitación,Habitación,Valencia,"39.485447,-0.361071",Valncia,,,,,,1,1,,
01127433066402816172,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4491,-0.3345",Valncia,,,,,,5,5,5,0
01033095746475781423,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.45256,-0.37918",Valencia,219,138,178,4.75,32,2,1,4,6
00954947347953496962,"Alojamiento entero: piso en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.44939,-0.33622",Valencia,,,,,1,3,1,3,5
00000000000015935562,"Alojamiento entero: apto. residencial en València, España",Alojamiento entero,Alojamiento,Valencia,"39.4855,-0.3618",Valncia,,100,100,4.07,14,4,5,2,4
01151586233388481779,"Alojamiento entero: piso en Port Sa Platja, España",Alojamiento entero,Alojamiento,Valencia,"39.510206,-0.324044",Port Sa Platja,160,,160,,,2,1,,6
00820764412176316203,"Habitación en València, España",Habitación,Habitación,Valencia,"39.449689,-0.333909",Valncia,,,,,,1,1,1,
00000000000027666430,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47129,-0.38078",Valncia,,,,4.68,195,2,2,4,4
00000000000023661670,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47172,-0.40755",Valncia,,137,137,4.88,40,3,2,8,9
00839116472404646334,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47445,-0.376361",Valncia,,,,4.9,29,1,1,,2
00000000000020881841,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4581,-0.3973",Valncia,45,45,45,,1,1,1,1,
00000000000025767609,"Alojamiento entero: vivienda en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47214,-0.32715",Valncia,,,,4.52,102,2,1,3,4
01100612905905172357,"Habitación en València, España",Habitación,Habitación,Valencia,"39.4697,-0.3949",Valncia,120,120,120,5.0,3,2,1,,
01012490407056305805,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47614,-0.39488",Valncia,,115,115,,,2,1,3,4
01150033223533083142,"Habitación en València, España",Habitación,Habitación,Valencia,"39.51321,-0.420281",Valncia,44,28,36,,,1,1,,
00000000000005283997,"Alojamiento entero: piso en València, España",Alojamiento entero,Alojamiento,Valencia,"39.47352,-0.37589",Valncia,,385,385,,,2,2,3,5
00638288666541867924,"Alojamiento entero: apto. residencial en València, España",Alojamiento entero,Alojamiento,Valencia,"39.49269,-0.37326",Valncia,,,,5.0,4,3,1,3,5
01059234919021267191,"Alojamiento entero: loft en Valencia, España",Alojamiento entero,Alojamiento,Valencia,"39.493,-0.3947",Valencia,127,80,104,,,1,1,1,2
