ID,Vistas Sí/No,Vistas,Primera línea,Wifi,Aire acondicionado,Aparcamiento Sí/No,Aparcamiento
00000000000002971929,0,No disponible,0,1,0,0,No disponible
00000000000002982199,0,No disponible,0,1,1,0,No disponible
00000000000003033831,0,No disponible,1,0,1,1,Gratuito
00000000000003045906,0,No disponible,0,1,1,1,Gratuito
00000000000003173485,0,No disponible,0,1,1,1,Gratuito
00000000000003215305,0,No disponible,1,0,0,1,Gratuito
00000000000003306072,0,No disponible,0,1,0,1,Gratuito
00000000000003393636,0,No disponible,0,1,1,1,Gratuito
00000000000003396948,0,No disponible,1,1,1,1,Gratuito
00000000000003414053,0,No disponible,1,1,1,1,Gratuito
00000000000003649426,0,No disponible,1,1,1,1,Gratuito
00000000000003714342,0,No disponible,0,1,0,1,Gratuito
00000000000003757544,0,No disponible,0,1,1,1,Gratuito
00000000000003826309,1,Vistas al puerto,1,1,1,1,Gratuito
00000000000003913640,1,Vistas al puerto,1,0,1,1,Gratuito
00000000000004062695,0,No disponible,1,1,1,0,No disponible
00000000000004132331,0,No disponible,0,1,0,0,No disponible
00000000000004309778,0,No disponible,0,1,1,1,De pago
00000000000004323108,0,No disponible,0,1,1,1,De pago
00000000000004415171,0,No disponible,0,1,1,1,Gratuito
00000000000004490544,0,No disponible,0,1,1,1,De pago
00000000000004570147,0,No disponible,0,1,1,1,Gratuito
00000000000004751510,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000005002986,0,No disponible,0,1,0,1,Gratuito
00000000000005050161,0,No disponible,1,1,0,1,Gratuito
00000000000005058872,0,No disponible,0,1,0,1,Gratuito
00000000000005160499,1,Vistas al mar,1,1,1,1,Gratuito
00000000000005172774,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000005193642,0,No disponible,0,1,1,1,Gratuito
00000000000005198082,0,No disponible,1,1,1,0,No disponible
00000000000005258570,0,No disponible,0,1,1,1,Gratuito
00000000000005362945,1,Vistas al canal,0,1,1,1,Gratuito
00000000000005496676,1,Vistas al mar,1,1,0,1,Gratuito
00000000000005561252,0,No disponible,0,1,0,1,Gratuito
00000000000005577898,1,Vistas al mar,1,1,1,1,Gratuito
00000000000005586580,0,No disponible,0,1,1,1,Gratuito
00000000000005657279,0,No disponible,0,1,1,1,Gratuito
00000000000005678550,1,Vistas al mar,1,1,0,1,Gratuito
00000000000005764385,0,No disponible,1,1,1,1,Gratuito
00000000000005777364,0,No disponible,0,0,0,1,Gratuito
00000000000005789170,0,No disponible,0,1,1,1,Gratuito
00000000000005813539,0,No disponible,1,1,0,1,Gratuito
00000000000005922658,0,No disponible,0,1,0,1,Gratuito
00000000000005936519,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000005937603,0,No disponible,0,1,1,1,Gratuito
00000000000005941064,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000006003304,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000006398822,0,No disponible,0,0,1,1,Gratuito
00000000000006584127,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000006595719,0,No disponible,0,1,1,1,Gratuito
00000000000006631532,0,No disponible,0,1,1,1,Gratuito
00000000000006654371,0,No disponible,1,0,1,1,Gratuito
00000000000006763924,0,No disponible,0,1,1,1,Gratuito
00000000000006780620,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000006786318,1,Vistas a la playa,1,0,1,1,Gratuito
00000000000006982781,0,No disponible,1,0,0,1,Gratuito
00000000000007066494,0,No disponible,0,1,1,1,De pago
00000000000007298619,0,No disponible,0,1,1,1,Gratuito
00000000000007376613,0,No disponible,0,1,0,1,De pago
00000000000007430483,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000007642189,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000007670043,1,Vistas a la playa,1,1,0,1,Gratuito
00000000000007670290,0,No disponible,0,1,1,1,Gratuito
00000000000007713089,0,No disponible,0,1,1,1,Gratuito
00000000000007716138,1,Vistas a la playa,0,1,0,1,Gratuito
00000000000007758344,1,Vistas al mar,0,1,1,1,Gratuito
00000000000007759791,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000007811805,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000007904810,0,No disponible,0,1,1,0,No disponible
00000000000007924729,0,No disponible,0,1,1,1,Gratuito
00000000000008047246,0,No disponible,0,1,0,1,Gratuito
00000000000008136571,0,No disponible,1,1,0,1,Gratuito
00000000000008268774,0,No disponible,0,1,1,1,Gratuito
00000000000008303079,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000008576796,0,No disponible,0,1,1,1,Gratuito
00000000000008911577,0,No disponible,0,1,1,1,Gratuito
00000000000008966562,0,No disponible,0,1,0,1,Gratuito
00000000000008986520,0,No disponible,0,1,0,0,No disponible
00000000000009009053,0,No disponible,1,1,1,1,Gratuito
00000000000009305204,0,No disponible,0,1,0,1,Gratuito
00000000000009322282,0,No disponible,0,1,1,1,Gratuito
00000000000009388329,0,No disponible,0,1,1,1,Gratuito
00000000000009619202,0,No disponible,0,1,1,1,Gratuito
00000000000009661191,1,Vistas al canal,1,1,1,1,Gratuito
00000000000009701011,0,No disponible,0,1,1,1,Gratuito
00000000000009802208,0,No disponible,0,1,1,1,Gratuito
00000000000009899127,0,No disponible,1,1,1,1,Gratuito
00000000000009962826,0,No disponible,0,1,1,1,Gratuito
00000000000009967922,0,No disponible,0,1,1,1,Gratuito
00000000000010290960,0,No disponible,0,1,1,1,Gratuito
00000000000010489605,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000010642788,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000010651962,0,No disponible,1,1,1,1,Gratuito
00000000000010668369,1,Vistas al mar,1,1,1,1,Gratuito
00000000000010784738,0,No disponible,0,1,0,1,Gratuito
00000000000010831330,1,Vistas al mar,1,1,1,1,Gratuito
00000000000010874492,0,No disponible,0,1,1,1,Gratuito
00000000000010892913,1,Vistas al mar,1,1,1,1,Gratuito
00000000000011077729,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000011096948,0,No disponible,0,1,1,1,Gratuito
00000000000011174597,0,No disponible,1,1,1,1,Gratuito
00000000000011197936,0,No disponible,0,1,1,1,Gratuito
00000000000011351036,0,No disponible,0,1,1,1,Gratuito
00000000000011364862,0,No disponible,0,1,0,1,De pago
00000000000011395796,0,No disponible,0,1,0,1,Gratuito
00000000000011402170,0,No disponible,0,1,0,1,Gratuito
00000000000011412675,0,No disponible,0,1,1,1,Gratuito
00000000000011540795,0,No disponible,0,1,0,1,Gratuito
00000000000011588717,0,No disponible,0,1,1,1,Gratuito
00000000000011658641,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000011787228,1,Vistas al mar,1,0,1,1,Gratuito
00000000000011981344,0,No disponible,0,1,0,1,Gratuito
00000000000011997224,0,No disponible,0,1,1,1,Gratuito
00000000000012084552,0,No disponible,0,1,1,1,Gratuito
00000000000012099981,0,No disponible,1,1,0,1,Gratuito
00000000000012119458,0,No disponible,0,1,1,1,De pago
00000000000012200498,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000012205926,0,No disponible,0,1,1,0,No disponible
00000000000012217331,0,No disponible,0,1,0,0,No disponible
00000000000012223720,0,No disponible,0,1,1,0,No disponible
00000000000012356011,0,No disponible,0,1,1,1,Gratuito
00000000000012375710,0,No disponible,0,0,1,1,Gratuito
00000000000012419164,0,No disponible,0,1,1,1,Gratuito
00000000000012660364,0,No disponible,0,1,1,1,De pago
00000000000012668695,0,No disponible,0,1,1,1,De pago
00000000000012668953,1,Vistas al puerto,0,0,1,1,De pago
00000000000012695064,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000012715200,0,No disponible,0,1,1,1,De pago
00000000000012731874,0,No disponible,0,1,0,1,Gratuito
00000000000012734391,0,No disponible,0,1,1,1,Gratuito
00000000000012736144,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000012754003,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000012820722,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000012840376,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000012968322,0,No disponible,0,1,1,1,Gratuito
00000000000012989326,0,No disponible,0,1,1,1,Gratuito
00000000000013029411,0,No disponible,0,1,1,0,No disponible
00000000000013119893,0,No disponible,0,1,1,1,Gratuito
00000000000013139463,0,No disponible,1,1,1,1,Gratuito
00000000000013269005,0,No disponible,0,1,1,1,Gratuito
00000000000013356607,0,No disponible,1,1,1,1,Gratuito
00000000000013411803,0,No disponible,0,1,1,1,Gratuito
00000000000013445401,0,No disponible,1,1,1,1,Gratuito
00000000000013469867,0,No disponible,0,1,1,1,Gratuito
00000000000013487433,0,No disponible,0,1,1,1,Gratuito
00000000000013511759,0,No disponible,0,1,0,1,De pago
00000000000013570638,0,No disponible,0,1,0,1,Gratuito
00000000000013626665,0,No disponible,0,1,1,0,No disponible
00000000000013626726,0,No disponible,0,1,1,0,No disponible
00000000000013648073,0,No disponible,0,1,1,0,No disponible
00000000000013648081,0,No disponible,0,0,1,1,De pago
00000000000013648082,0,No disponible,0,0,1,1,De pago
00000000000013648083,0,No disponible,0,0,1,1,De pago
00000000000013682049,0,No disponible,1,1,1,1,Gratuito
00000000000013759665,0,No disponible,0,1,1,1,Gratuito
00000000000013759797,0,No disponible,0,1,0,0,No disponible
00000000000013760679,0,No disponible,0,1,1,1,Gratuito
00000000000013760704,0,No disponible,0,1,1,1,Gratuito
00000000000013760759,0,No disponible,0,1,1,1,Gratuito
00000000000013760767,0,No disponible,0,1,1,1,Gratuito
00000000000013808475,0,No disponible,0,1,1,1,De pago
00000000000013809661,0,No disponible,0,1,1,1,De pago
00000000000013835893,0,No disponible,0,1,1,0,No disponible
00000000000013839311,0,No disponible,0,1,1,1,Gratuito
00000000000013862548,0,No disponible,1,1,1,1,Gratuito
00000000000013889199,0,No disponible,0,1,0,0,No disponible
00000000000013889228,1,Vistas a la montaña,0,1,1,0,No disponible
00000000000013904882,0,No disponible,0,1,1,1,Gratuito
00000000000014024040,0,No disponible,1,1,1,1,Gratuito
00000000000014082631,0,No disponible,0,1,1,1,Gratuito
00000000000014191273,0,No disponible,0,1,1,1,Gratuito
00000000000014196017,0,No disponible,0,1,1,0,No disponible
00000000000014201831,0,No disponible,0,1,1,1,Gratuito
00000000000014240714,0,No disponible,1,1,1,1,Gratuito
00000000000014282107,0,No disponible,0,1,0,0,No disponible
00000000000014410604,0,No disponible,0,1,0,1,Gratuito
00000000000014582502,0,No disponible,0,0,0,1,Gratuito
00000000000014703594,1,Vistas al mar,0,1,1,0,No disponible
00000000000014703601,0,No disponible,0,1,1,1,Gratuito
00000000000014703635,0,No disponible,0,1,1,0,No disponible
00000000000014726134,0,No disponible,0,1,1,1,Gratuito
00000000000014744914,1,Vistas a la montaña,0,1,1,1,De pago
00000000000014865319,0,No disponible,0,1,0,0,No disponible
00000000000015034907,0,No disponible,0,1,1,0,No disponible
00000000000015082350,0,No disponible,1,1,1,1,Gratuito
00000000000015096486,0,No disponible,0,1,1,0,No disponible
00000000000015108046,0,No disponible,0,1,1,0,No disponible
00000000000015108298,0,No disponible,0,1,1,0,No disponible
00000000000015127561,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000015342242,0,No disponible,0,0,0,1,Gratuito
00000000000015418599,0,No disponible,1,0,1,1,Gratuito
00000000000015506940,0,No disponible,0,1,1,1,Gratuito
00000000000015518579,0,No disponible,0,1,1,1,Gratuito
00000000000015562309,0,No disponible,0,1,1,1,Gratuito
00000000000015763155,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000015815042,1,Vistas a la playa,1,0,1,1,Gratuito
00000000000015854411,0,No disponible,0,1,1,1,Gratuito
00000000000015883272,0,No disponible,0,1,1,0,No disponible
00000000000015883273,0,No disponible,0,1,0,1,Gratuito
00000000000015883276,0,No disponible,0,1,1,1,Gratuito
00000000000015883287,0,No disponible,0,1,0,1,Gratuito
00000000000015908380,0,No disponible,1,1,1,0,No disponible
00000000000015908473,0,No disponible,0,1,1,1,Gratuito
00000000000015946720,1,Vistas al puerto,1,1,1,1,Gratuito
00000000000015997159,0,No disponible,0,1,1,1,De pago
00000000000016025040,0,No disponible,0,1,1,1,Gratuito
00000000000016077062,0,No disponible,0,1,0,0,No disponible
00000000000016114480,1,Vistas al mar,0,1,1,1,Gratuito
00000000000016117783,0,No disponible,1,1,1,1,Gratuito
00000000000016128336,0,No disponible,0,1,1,1,Gratuito
00000000000016128481,0,No disponible,1,1,0,1,Gratuito
00000000000016146649,0,No disponible,0,1,1,1,Gratuito
00000000000016154116,0,No disponible,0,1,0,1,Gratuito
00000000000016187975,0,No disponible,1,1,0,1,Gratuito
00000000000016188387,0,No disponible,0,1,1,1,Gratuito
00000000000016195090,0,No disponible,0,1,1,1,Gratuito
00000000000016223445,0,No disponible,0,1,1,1,Gratuito
00000000000016321471,0,No disponible,0,1,0,0,No disponible
00000000000016327358,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000016341318,0,No disponible,0,1,1,1,Gratuito
00000000000016359410,1,Vistas a la montaña,1,1,1,0,No disponible
00000000000016370266,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000016378842,1,Vistas al mar,0,1,1,0,No disponible
00000000000016378860,0,No disponible,0,1,1,1,Gratuito
00000000000016387774,0,No disponible,1,1,1,1,Gratuito
00000000000016424380,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000016453488,1,Vistas al mar,1,1,1,1,Gratuito
00000000000016459165,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000016459491,0,No disponible,1,1,1,1,Gratuito
00000000000016460927,0,No disponible,0,1,1,1,Gratuito
00000000000016625045,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000016625060,1,Vistas a la playa,1,1,0,1,Gratuito
00000000000016656340,0,No disponible,0,1,1,1,Gratuito
00000000000016682187,0,No disponible,1,1,1,1,Gratuito
00000000000016744302,0,No disponible,0,1,1,0,No disponible
00000000000016843009,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000016967908,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000016993547,0,No disponible,0,1,1,1,De pago
00000000000017036240,0,No disponible,0,1,1,1,Gratuito
00000000000017144601,1,Vistas a la playa,1,1,0,1,Gratuito
00000000000017147112,0,No disponible,0,1,1,1,Gratuito
00000000000017193449,0,No disponible,0,1,1,1,Gratuito
00000000000017227431,0,No disponible,0,1,1,1,Gratuito
00000000000017228092,0,No disponible,0,1,1,0,No disponible
00000000000017247274,0,No disponible,0,1,1,1,Gratuito
00000000000017257073,1,Vistas al mar,1,0,1,1,Gratuito
00000000000017260357,0,No disponible,0,1,0,1,Gratuito
00000000000017314082,1,Vistas al puerto,1,0,1,1,Gratuito
00000000000017317755,0,No disponible,0,1,0,1,Gratuito
00000000000017392639,0,No disponible,0,0,0,1,Gratuito
00000000000017428730,0,No disponible,0,1,0,0,No disponible
00000000000017468756,0,No disponible,1,1,1,1,Gratuito
00000000000017520516,0,No disponible,0,1,1,1,Gratuito
00000000000017520896,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000017523440,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000017530053,0,No disponible,0,0,1,1,Gratuito
00000000000017569476,1,Vistas a la montaña,0,1,0,0,No disponible
00000000000017637195,0,No disponible,0,1,1,1,Gratuito
00000000000017651922,0,No disponible,0,1,0,1,Gratuito
00000000000017653577,0,No disponible,0,1,1,1,Gratuito
00000000000017720907,1,Vistas a la playa,1,1,0,1,Gratuito
00000000000017726300,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000017742627,1,Vistas a la playa,1,0,1,1,Gratuito
00000000000017762731,0,No disponible,0,1,1,1,Gratuito
00000000000017778274,1,Vistas al mar,1,1,1,1,Gratuito
00000000000017789923,0,No disponible,0,1,1,1,Gratuito
00000000000017804627,0,No disponible,0,1,1,1,Gratuito
00000000000017821225,0,No disponible,0,1,0,0,No disponible
00000000000017852724,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000017888562,0,No disponible,1,0,0,1,Gratuito
00000000000017903417,1,Vistas a la playa,0,1,1,1,Gratuito
00000000000017968855,0,No disponible,1,1,1,1,Gratuito
00000000000017985519,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000018067594,0,No disponible,0,1,1,1,Gratuito
00000000000018101265,0,No disponible,0,1,0,1,Gratuito
00000000000018137251,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000018138543,0,No disponible,0,1,1,1,Gratuito
00000000000018164672,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000018174301,0,No disponible,0,1,0,1,Gratuito
00000000000018190165,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000018342761,0,No disponible,0,1,1,1,De pago
00000000000018359267,0,No disponible,0,1,1,1,Gratuito
00000000000018481336,0,No disponible,0,1,1,1,De pago
00000000000018484255,0,No disponible,0,1,1,1,De pago
00000000000018485194,0,No disponible,0,1,1,1,De pago
00000000000018516558,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000018574620,0,No disponible,0,1,1,1,Gratuito
00000000000018609660,0,No disponible,1,1,1,1,Gratuito
00000000000018623786,0,No disponible,0,1,1,1,Gratuito
00000000000018665694,0,No disponible,0,1,0,1,Gratuito
00000000000018713107,1,Vistas al mar,1,1,1,1,Gratuito
00000000000018720294,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000018763301,0,No disponible,0,1,0,0,No disponible
00000000000018768631,0,No disponible,0,1,0,1,De pago
00000000000018854287,0,No disponible,0,1,1,1,Gratuito
00000000000018868333,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000018892361,1,Vistas a la montaña,1,1,1,1,Gratuito
00000000000018892455,0,No disponible,1,0,0,1,Gratuito
00000000000018907079,0,No disponible,0,1,1,0,No disponible
00000000000018945163,0,No disponible,0,1,1,1,Gratuito
00000000000018986232,0,No disponible,0,1,1,0,No disponible
00000000000019047031,0,No disponible,1,1,1,1,Gratuito
00000000000019062031,0,No disponible,0,1,0,1,Gratuito
00000000000019062553,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000019062591,1,Vistas al mar,0,1,1,0,No disponible
00000000000019064477,0,No disponible,0,1,0,0,No disponible
00000000000019064551,0,No disponible,0,1,1,0,No disponible
00000000000019064601,1,Vistas a la playa,0,1,1,1,Gratuito
00000000000019064611,0,No disponible,0,1,1,0,No disponible
00000000000019177073,0,No disponible,0,1,0,1,Gratuito
00000000000019207960,0,No disponible,0,1,1,1,Gratuito
00000000000019236776,0,No disponible,0,1,1,1,Gratuito
00000000000019238170,0,No disponible,0,1,1,1,Gratuito
00000000000019241999,0,No disponible,0,1,1,1,Gratuito
00000000000019252265,1,Vistas a la montaña,0,1,1,0,No disponible
00000000000019256574,1,Vistas al mar,0,1,1,1,Gratuito
00000000000019353890,1,Vistas a la montaña,0,1,0,0,No disponible
00000000000019396263,0,No disponible,1,1,1,1,Gratuito
00000000000019443953,1,Vistas al mar,0,1,0,0,No disponible
00000000000019443956,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000019484624,0,No disponible,0,1,0,1,Gratuito
00000000000019500468,0,No disponible,1,1,1,1,Gratuito
00000000000019528993,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000019536244,0,No disponible,0,1,1,1,Gratuito
00000000000019543733,0,No disponible,0,1,0,1,Gratuito
00000000000019576994,0,No disponible,0,1,1,0,No disponible
00000000000019590350,0,No disponible,1,1,0,1,Gratuito
00000000000019590422,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000019618634,0,No disponible,0,1,1,1,Gratuito
00000000000019619071,0,No disponible,0,1,1,1,De pago
00000000000019693023,1,Vistas a la playa,1,1,1,1,Gratuito
00000000000019726116,0,No disponible,1,1,1,1,Gratuito
00000000000019731348,0,No disponible,0,1,1,1,Gratuito
00000000000019753378,0,No disponible,0,0,0,0,No disponible
00000000000019754591,1,Vistas a la playa,1,1,1,1,De pago
00000000000019816879,0,No disponible,1,1,1,1,Gratuito
00000000000019817439,0,No disponible,0,1,1,1,De pago
00000000000019826957,0,No disponible,0,1,1,1,Gratuito
00000000000019828126,0,No disponible,1,1,1,0,No disponible
00000000000019839055,0,No disponible,1,1,1,0,No disponible
00000000000019898226,0,No disponible,0,1,1,1,Gratuito
00000000000019917077,0,No disponible,1,1,1,1,Gratuito
00000000000019938242,0,No disponible,0,1,0,0,No disponible
00000000000020153309,0,No disponible,0,0,1,0,No disponible
00000000000020177667,0,No disponible,0,1,1,0,No disponible
00000000000020187372,0,No disponible,1,1,1,1,Gratuito
00000000000020393151,1,Vistas al mar,0,1,0,1,Gratuito
00000000000020398798,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000020399757,1,Vistas al mar,1,1,1,1,Gratuito
00000000000020399760,0,No disponible,0,1,1,1,Gratuito
00000000000020399796,0,No disponible,0,1,1,1,Gratuito
00000000000020399834,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000020518036,1,Vistas al puerto,1,1,1,1,Gratuito
00000000000020548239,1,Vistas al mar,0,1,1,1,Gratuito
00000000000020585409,0,No disponible,0,1,1,1,Gratuito
00000000000020650584,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000020682318,0,No disponible,0,1,1,1,Gratuito
00000000000020691838,1,Vistas al lago,0,1,1,1,Gratuito
00000000000020742105,0,No disponible,0,1,0,1,Gratuito
00000000000020800300,1,Vistas a la playa,1,0,1,1,Gratuito
00000000000020805999,0,No disponible,0,1,0,0,No disponible
00000000000020842246,1,Vistas al mar,0,1,1,1,Gratuito
00000000000020842250,0,No disponible,0,1,1,0,No disponible
00000000000020842252,0,No disponible,0,1,1,0,No disponible
00000000000020842254,0,No disponible,0,1,1,0,No disponible
00000000000020925910,0,No disponible,0,1,1,1,Gratuito
00000000000020925944,0,No disponible,0,1,1,0,No disponible
00000000000021170845,1,Vistas a la montaña,0,0,1,1,De pago
00000000000021390512,0,No disponible,1,0,0,0,No disponible
00000000000021446635,1,Vistas a la montaña,0,1,0,1,Gratuito
00000000000021487570,0,No disponible,0,1,1,1,Gratuito
00000000000021558618,0,No disponible,0,1,1,1,Gratuito
00000000000021558624,0,No disponible,1,1,1,1,Gratuito
00000000000021558625,0,No disponible,1,1,1,1,Gratuito
00000000000021573535,0,No disponible,0,1,1,1,Gratuito
00000000000021632915,0,No disponible,1,1,1,1,Gratuito
00000000000021680060,0,No disponible,0,1,1,1,Gratuito
00000000000021702454,0,No disponible,0,1,1,1,De pago
00000000000021722673,0,No disponible,0,1,1,0,No disponible
00000000000021765683,0,No disponible,0,1,1,1,Gratuito
00000000000021776513,0,No disponible,0,1,0,1,Gratuito
00000000000021821450,1,Vistas al mar,0,1,0,1,Gratuito
00000000000021860526,0,No disponible,1,1,1,1,Gratuito
00000000000021911532,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000021972507,0,No disponible,0,1,1,1,Gratuito
00000000000021992578,1,Vistas a la montaña,0,1,1,1,Gratuito
00000000000022316295,0,No disponible,0,1,1,1,De pago
00000000000022526623,0,No disponible,0,1,0,1,Gratuito
00000000000022557334,0,No disponible,0,1,0,0,No disponible
00000000000022622845,0,No disponible,0,1,0,1,Gratuito
00000000000022632714,1,Vistas al mar,1,1,1,1,Gratuito
